GeneSymbol	TCGA-A6-3807-01A-22	TCGA-A6-3808-01A-22	TCGA-A6-3810-01A-22	TCGA-AA-3518-01A-11	TCGA-AA-3525-01A-12	TCGA-AA-3526-01A-11	TCGA-AA-3529-01A-12	TCGA-AA-3531-01A-22	TCGA-AA-3534-01A-22	TCGA-AA-3552-01A-22	TCGA-AA-3554-01A-22	TCGA-AA-3558-01A-22	TCGA-AA-3561-01A-22	TCGA-AA-3664-01A-22	TCGA-AA-3666-01A-31	TCGA-AA-3672-01A-22	TCGA-AA-3684-01A-31	TCGA-AA-3695-01A-22	TCGA-AA-3710-01A-22	TCGA-AA-3715-01A-22	TCGA-AA-3818-01A-22	TCGA-AA-3848-01A-22	TCGA-AA-3864-01A-22	TCGA-AA-3986-01A-12	TCGA-AA-3989-01A-22	TCGA-AA-A004-01A-22	TCGA-AA-A00A-01A-22	TCGA-AA-A00E-01A-31	TCGA-AA-A00F-01A-31	TCGA-AA-A00J-01A-12	TCGA-AA-A00K-01A-12	TCGA-AA-A00N-01A-32	TCGA-AA-A00O-01A-13	TCGA-AA-A00R-01A-22	TCGA-AA-A00U-01A-41	TCGA-AA-A010-01A-31	TCGA-AA-A017-01A-22	TCGA-AA-A01C-01A-22	TCGA-AA-A01D-01A-23	TCGA-AA-A01F-01A-23	TCGA-AA-A01I-01A-12	TCGA-AA-A01K-01A-31	TCGA-AA-A01P-01A-23	TCGA-AA-A01R-01A-23	TCGA-AA-A01S-01A-23	TCGA-AA-A01T-01A-23	TCGA-AA-A01V-01A-24	TCGA-AA-A01X-01A-23	TCGA-AA-A01Z-01A-13	TCGA-AA-A022-01A-23	TCGA-AA-A024-01A-32	TCGA-AA-A029-01A-41	TCGA-AA-A02E-01A-23	TCGA-AA-A02H-01A-32	TCGA-AA-A02J-01A-23	TCGA-AA-A02O-01A-23	TCGA-AA-A02R-01A-23	TCGA-AA-A02Y-01A-31	TCGA-AA-A03F-01A-41	TCGA-AA-A03J-01A-23	TCGA-AF-2691-01A-41	TCGA-AF-2692-01A-41	TCGA-AF-3400-01A-41	TCGA-AF-3913-01A-12	TCGA-AG-3574-01A-22	TCGA-AG-3580-01A-22	TCGA-AG-3584-01A-22	TCGA-AG-3593-01A-22	TCGA-AG-3594-01A-12	TCGA-AG-4007-01A-22	TCGA-AG-A002-01A-23	TCGA-AG-A008-01A-23	TCGA-AG-A00C-01A-23	TCGA-AG-A00H-01A-22	TCGA-AG-A00Y-01A-12	TCGA-AG-A011-01A-32	TCGA-AG-A014-01A-12	TCGA-AG-A015-01A-51	TCGA-AG-A016-01A-23	TCGA-AG-A01J-01A-22	TCGA-AG-A01L-01A-22	TCGA-AG-A01N-01A-23	TCGA-AG-A01W-01A-23	TCGA-AG-A01Y-01A-43	TCGA-AG-A020-01A-23	TCGA-AG-A026-01A-71	TCGA-AG-A02N-01A-31	TCGA-AG-A02X-01A-32	TCGA-AG-A032-01A-31	TCGA-AG-A036-01A-22
METTL7B	0.707819249	0	0	0	0	1.329602023	1.584962501	0.565597176	0	2.718087584	1.40780593	2.425817338	0	1.329602023	1.59454855	0.641546029	1.461179281	2.416839742	0	0.019108823	2.610385098	2.189033824	1.900464326	0	1.559083869	0.701918647	0	0	0	0	1.074962058	0.009586049	1.385891154	0	1.461179281	1.86393845	0	1.03796785	0.009586049	0.742724863	1.578536232	1.812840461	0	0	1.084064265	0.457681837	1.341036918	0	0	0.659924558	0	2.722466024	1.531069493	0.804604311	1.869213392	2.805980272	0	0.787989597	1.197446064	1.59454855	0.980634675	0.948600847	0	1.807354922	0	2.128733314	2.004800986	0.776805859	1.552541023	0	0	0	0	0.748461233	0.799087306	0	0.559083869	0.565597176	0	0	1.807354922	0.385891154	1.600904045	0	1.004800986	0.565597176	0	0	0	0
MFAP2	1.337235348	4.608020669	3.670538232	1.312277925	0	1.329602023	3.573697675	1.59454855	2.923466152	2.497399469	2.447138342	2.425817338	0.629162305	0.659924558	0.629162305	0	3.102098188	1.826463745	0.565597176	2.802537906	4.570462931	2.576925182	2.385891154	0	2.597729797	2.212050477	2.207892852	0.983069604	0.748461233	2.589763487	0	2.621368147	3.056583528	1.765534746	2.019108823	0.815575429	1.597729797	1.783805848	2.559083869	0.742724863	2.983069604	3.426712033	2.207892852	0	1.084064265	0	3.554179518	1.488857733	0	1.321928095	2.992768431	1.418639736	2.172060746	2.626049693	1.869213392	3.24691474	2.331514144	1.578536232	2.139687771	1.915839552	0	2.199541482	1.78520178	4.160274831	4.434294618	0.731183242	1.684070646	2.367371066	1.552541023	2.004800986	0.804604311	1.359895945	1.560714954	2.801848446	1.559083869	0.635367454	0	2.49057013	2.641546029	3.136410159	2.12763328	2.690789548	2.070389328	0	0	1.82374936	0	0	0.946106992	3.675815931
MFAP4	0	1.371094152	2.009586049	1.312277925	0	1.329602023	1.584962501	1.59454855	1.03796785	1.31421313	0	0	0	0	0.629162305	0	0	2.630716096	0.565597176	0.019108823	5.9206109	0.363638347	0	2.283921772	0.584962501	2.425817338	1.461179281	0	1.803227036	1.329602023	0	0.009586049	2.559083869	1.371094152	1.461179281	1.86393845	0.910732662	0	2.114367025	0	1.578536232	2.126532406	0	0	0.559083869	0	2.073820233	0.519374159	0	1.701918647	2.567220918	0	0	0.804604311	0	4.370164281	0.739848103	2.294743266	1.578536232	0	0	1.701918647	0	2.113255978	0.799087306	1.385891154	0.635367454	0.776805859	0	2.004800986	0	1.359895945	1.560714954	0.748461233	0	1.748461233	0	1.810100299	0.782408565	2.818305222	3.41774002	1.86393845	0.948600847	1.318075769	0	0	0	2.102098188	0	2.251971511
MFAP5	2.021479727	4.357552005	2.009586049	1.312277925	0	0.635367454	3.289834465	0	3.554998069	0.665999073	1.83052577	0.748461233	0	0.659924558	0	0	2.151642375	0.742724863	0.565597176	3.08463125	3.748103377	1.973305133	0.591360272	0.941106311	1.559083869	2.626049693	1.461179281	0	2.112144074	1.329602023	1.074962058	2.222392421	2.380360048	2.494842254	0.559083869	2.161350266	0.333423734	1.03796785	2.874469118	0	0.565597176	2.805980272	0	1.693022247	0	0.457681837	2.342933953	1.081794091	1.310340121	1.321928095	0	0	0.539365634	0	0	0.559083869	2.855989697	0.787989597	1.197446064	0	0	0.948600847	2.207892852	1.807354922	2.765534746	0	1.294743266	0	1.184809239	2.358021097	0	0.701918647	0.884923476	0.748461233	0.27897595	0.635367454	0	0	0	3.277984747	2.3950628	0	1.600904045	3.401448435	0	0	0	0	0	2.552541023
MFI2	1.722466024	2.047305715	2.322889571	2.647698256	1.141868716	1.76836079	0.578536232	1.59454855	1.03796785	2.007195501	0.748461233	1.382206107	0.629162305	0.659924558	0.629162305	0.641546029	1.834576391	0	0.565597176	3.517695631	1.855989697	0	1.209973162	0.941106311	0	1.716625146	0.821029859	2.015545145	1.803227036	4.164839901	1.074962058	3.109917692	1.687060688	2.084064265	1.047305715	1.86393845	1.597729797	1.461179281	2.874469118	0.742724863	0.565597176	1.389566812	0.736965594	1.967168608	1.084064265	1.509273569	0	0.519374159	1.310340121	0	0	1.722466024	3.162424899	0.804604311	0	0.559083869	1.801848446	1.310340121	1.578536232	0.622930351	0	0.948600847	2.559899642	1.807354922	2.097610797	1.385891154	1.684070646	0.776805859	1.895302621	0	1.492280498	0	0.884923476	1.807354922	1.559083869	1.748461233	1.102098188	1.481987743	1.481987743	1.450661409	1.385891154	1	0.948600847	0	0	1.481987743	1.450661409	0	0.946106992	1.457681837
MFSD10	0.707819249	1.371094152	2.009586049	1.312277925	0	0.635367454	1.584962501	0	1.669026766	0.665999073	1.83052577	1.382206107	1.698959272	0	1.59454855	0.641546029	1.834576391	0.742724863	1.141868716	1.693022247	1.461179281	1.385891154	0.591360272	0.941106311	1.887525271	1.329602023	0.821029859	0.429392792	1.398715194	1.329602023	1.074962058	1.562344198	0.980634675	0.748461233	0.559083869	1.461179281	0.910732662	0.519374159	2.114367025	1.887525271	0.565597176	1.389566812	0.736965594	0.352381891	1.084064265	0	0.672048117	1.488857733	1.875780063	2.019108823	0.884923476	0.499101764	2.420437487	1.440066294	1.869213392	0.559083869	1.385891154	0.787989597	0.591360272	1.915839552	1.644625422	0.948600847	1.78520178	1.404176507	1.807354922	1.385891154	0.635367454	0.776805859	0.591360272	1.495695163	0.804604311	0.701918647	2.030924573	1.807354922	0.27897595	1.329602023	1.102098188	1.102098188	1.481987743	1.450661409	1.807354922	1	1.600904045	1.915839552	1.004800986	1.82374936	0.754174884	2.102098188	1.559083869	0.742724863
MGLL	0.707819249	1.371094152	0.995182984	1.312277925	1.141868716	0	0.578536232	0.565597176	2.099856237	0	0.748461233	2.135315965	0.629162305	0	1.242856524	0.641546029	1.461179281	0.742724863	0.565597176	2.802537906	0	0.363638347	1.209973162	0	1.184809239	1.329602023	1.461179281	0.983069604	1.803227036	0.659924558	2.225480603	2.621368147	2.380360048	0	0.559083869	1.86393845	0.910732662	1.03796785	2.114367025	1.448900951	1.141868716	1.812840461	1.418639736	0.352381891	1.850666093	1.054269663	1.341036918	1.081794091	1.875780063	0	2.567220918	0.995182984	1.115477217	0.804604311	1.271027197	1.141868716	1.385891154	0.787989597	1.197446064	1.22650853	0.980634675	0.948600847	1.113255978	1.404176507	2.097610797	0	0.635367454	1.425817338	1.184809239	0	0.804604311	1.734077315	2.030924573	1.807354922	0.799087306	1.329602023	0.559083869	1.102098188	1.481987743	1.450661409	2.3950628	1.475084883	1.600904045	1.318075769	1.004800986	0.565597176	0.754174884	1.443606651	1.98550043	0.742724863
MGMT	0.707819249	2.047305715	0	2.447138342	0	1.76836079	1.197446064	3.273018494	2.099856237	1.701918647	1.40780593	1.793549123	2.499101764	0.659924558	2.135315965	0	1.461179281	0	1.141868716	0.019108823	1.461179281	0	2.897240426	1.976974559	2.393233129	2.212050477	0	1.76836079	0	0.659924558	0	0.009586049	2.380360048	0.748461233	1.047305715	0	0.333423734	2.244887059	0.009586049	0.742724863	0.565597176	1.389566812	1.418639736	3.188506427	1.850666093	2.48370831	2.569653111	1.488857733	1.310340121	1.701918647	0.884923476	0	2.827819025	2.99699125	2.303537235	0.559083869	2.096486765	1.310340121	2.139687771	2.772589504	0	0.948600847	0	2.372952098	0.799087306	1.385891154	2.243872149	2.111031312	0.591360272	2.004800986	1.492280498	0	0	1.807354922	1.559083869	0.635367454	2.341036918	1.810100299	0	3.481987743	2.605652359	2.449781449	0	2.320003218	1.659924558	1.124328135	2.207892852	0	0.946106992	0
MGST1	3.688553389	3.428053035	2.009586049	2.827819025	0	1.76836079	2.93797206	1.98550043	3.300123725	2.892714827	3.052531824	3.61156586	2.499101764	3.653824359	2.135315965	3.653060017	2.970240133	3.444490385	2.861293729	2.802537906	3.208933382	3.228049048	2.742724863	1.976974559	3.198494154	2.927264386	3.287373787	2.929790998	3.054269663	1.754174884	2.225480603	1.562344198	0	2.672048117	3.276992863	3.631492364	2.890122382	3.023255352	2.114367025	3.050791891	2.65229527	2.995785991	1.86393845	2.597729797	2.94673086	2.207892852	2.073820233	2.59614005	1.875780063	1.321928095	2.992768431	2.980634675	3.162424899	2.821029859	1.271027197	3.108803211	2.542670779	3.383128251	3.96470667	2.772589504	2.115477217	2.40780593	3.025028794	2.113255978	3.266036894	3.296212655	2.871843649	1.826463745	2.914564523	2.358021097	2.630716096	3.85432818	3.14839184	3.141868716	2.796320872	2.799778087	3.451540833	3.202678914	1.987927168	2.436517227	3.41774002	2.449781449	2.912649865	1.318075769	4.047887329	1.82374936	3.109917692	2.883620816	2.301587647	1.90560763
MGST2	2.270030516	2.047305715	1.605652359	0.635367454	1.826463745	2.126532406	1.915839552	2.931052646	2.427606173	1.31421313	2.172060746	0.748461233	2.499101764	2.380360048	2.358021097	2.745595899	2.151642375	1.826463745	1.877089818	0.019108823	0.799087306	2.404176507	2.161350266	1.578536232	1.559083869	2.425817338	0	1.76836079	2.112144074	2.088593923	2.597729797	2.222392421	1.385891154	1.371094152	1.461179281	1.86393845	2.265036759	2.032100843	2.559083869	2.242856524	1.918386234	1.389566812	1.418639736	1.374807654	0.559083869	2.48370831	2.342933953	1.831877241	2.275007047	0.659924558	1.514332704	2.205809537	1.531069493	2.114367025	2.303537235	1.542670779	1.801848446	0.787989597	2.391401135	1.59454855	2.765534746	0.948600847	1.78520178	1.404176507	0.799087306	2.818305222	2.454175893	2.111031312	1.552541023	1.495695163	2.352381891	1.734077315	2.030924573	2.115477217	1.831877241	1.329602023	1.831877241	2.49057013	1.481987743	2.174193333	1.385891154	2.449781449	1.600904045	1.318075769	2.900464326	2.088593923	2.207892852	2.883620816	1.98550043	0.742724863
MGST3	3.969626351	4.193246076	3.784503983	3.574908836	3.855657547	2.126532406	3.969626351	1.98550043	3.128183402	3.649998594	3.213088014	3.697106574	3.07153387	3.055427059	4.142957954	3.429392792	3.89659478	3.444490385	3.408711861	2.416839742	3.904644656	3.319039816	3.757734459	3.958533383	3.649998594	3.693022247	3.426712033	2.207892852	4.016139703	2.790772038	1.762703156	2.890122382	3.056583528	3.24691474	3.554998069	4.153805336	2.610385098	3.239296196	3.503348735	4.050791891	2.983069604	4.667892125	3.378511623	1.967168608	2.378511623	1.509273569	3.725741157	4.017625027	3.160274831	4.5029246	3.99034983	2.581752944	2.630716096	4.640003864	1.869213392	3.24691474	3.542670779	2.630716096	3.409164613	2.174193333	1.644625422	3.395976765	0	3.707819249	3.83525039	3.752748591	2.454175893	3.7322692	2.755599768	2.874469118	2.352381891	3.477245577	2.667513713	2.801848446	2.087462841	2.973305133	2.866578332	3.31517976	1.987927168	3.883620816	4.341985747	2.174193333	4.391859352	3.531485435	3.42312992	3.824428435	2.207892852	3.750606505	3.831877241	2.251971511
MIA3	2.493134922	1.371094152	0.995182984	1.312277925	2.676568315	2.934830986	2.176322773	1.59454855	1.669026766	2.497399469	1.40780593	0.748461233	3.07153387	3.055427059	2.358021097	1.718087584	1.834576391	1.826463745	3.102658131	2.416839742	2.15704371	1.973305133	3.64347142	1.578536232	2.146220741	2.425817338	0.821029859	3.197446064	1.803227036	2.35614381	2.597729797	1.562344198	1.941106311	0.748461233	3.276992863	1.86393845	2.086330872	2.032100843	0.009586049	2.563971604	2.65229527	1.812840461	3.056583528	2.40599236	2.801848446	2.899820122	1.762703156	2.778208576	0	2.275007047	3.883620816	2.205809537	1.531069493	0.804604311	1.271027197	2.161350266	2.696735749	2.927896454	2.391401135	1.22650853	3.408711861	2.748461233	2.797012978	1.807354922	3.152724261	2.385891154	2.871843649	2.367371066	3.824428435	2.358021097	3.579743339	3.477245577	2.030924573	2.605652359	2.641546029	1.748461233	1.102098188	3.592955291	3.344355094	1.845322772	2.3950628	2.174193333	2.398715194	0	2.656877683	1.124328135	3.784503983	2.883620816	2.301587647	1.90560763
MICAL1	2.021479727	0	1.605652359	1.312277925	1.826463745	2.934830986	1.915839552	1.59454855	2.099856237	1.31421313	2.674309986	1.382206107	3.695251495	0	2.559083869	0.641546029	2.151642375	0.742724863	2.310340121	0.019108823	0	1.710760524	1.580145484	2.911372013	1.887525271	2.626049693	1.86393845	3.317111079	2.112144074	2.088593923	2.225480603	2.222392421	2.169925001	2.992768431	1.047305715	2.161350266	2.610385098	2.436517227	1.461179281	3.242856524	2.827819025	2.126532406	1.86393845	2.191141487	2.378511623	2.716625146	1.762703156	1.081794091	1.875780063	0.659924558	2.567220918	2.722466024	3.555816155	2.114367025	0	1.874469118	2.096486765	2.294743266	2.755599768	2.174193333	0.980634675	1.972079915	1.113255978	1.404176507	2.567220918	2.128733314	2.243872149	2.367371066	1.895302621	2.874469118	1.987927168	1.734077315	1.560714954	3.647698256	2.488000771	2.081794091	2.341036918	3.088593923	1.987927168	1.845322772	1.385891154	2.174193333	1.600904045	0	1.659924558	1.124328135	2.485426827	1.443606651	2.301587647	2.790772038
MIEN1	0.707819249	0	0	0.635367454	1.141868716	1.329602023	0.578536232	1.141868716	0	1.31421313	1.40780593	0.748461233	1.30256277	1.329602023	0.629162305	0	0.812840461	1.826463745	1.542670779	0.019108823	0.799087306	0.363638347	0.591360272	1.578536232	1.184809239	1.329602023	0.821029859	0.429392792	1.398715194	1.329602023	1.074962058	0.009586049	2.169925001	0.748461233	1.461179281	1.461179281	1.597729797	0.519374159	0.009586049	0.742724863	1.578536232	0.739848103	0	0.910732662	1.850666093	1.509273569	1.341036918	1.488857733	0	2.275007047	1.514332704	0.995182984	0.539365634	0.804604311	1.869213392	2.161350266	0	0.787989597	1.578536232	0.622930351	0.980634675	0.348610138	1.113255978	0	0.799087306	1.385891154	1.294743266	0.776805859	0.591360272	0.799087306	0.804604311	1.734077315	1.560714954	0.748461233	0.27897595	1.329602023	1.102098188	0.565597176	0.782408565	0	1.385891154	0	1.600904045	0	1.659924558	1.124328135	1.877089818	1.443606651	0.946106992	0.742724863
MIF	4.375966167	5.191931068	5.243999052	5.190088041	4.107129875	4.890446693	4.530237249	3.670915852	5.776981273	4.028569152	4.638846158	4.485641498	3.695251495	5.966168952	4.601696516	4.57167681	5.511594542	4.688553389	4.292781749	5.080657663	5.505467542	4.356378605	4.841302254	5.864351251	4.242856524	5.118387414	6.093109404	5.143230135	5.253989266	5.787641414	5.562344198	5.619902043	5.235344128	4.768890058	5.365039248	5.405878936	5.452419721	5.124466001	4.667892125	5.35061511	5.186923078	5.307549959	5.03972331	5.723558561	4.981548255	4.531901257	5.25146663	4.630716096	5.721372659	6.563768278	5.961005868	5.451321027	5.638653116	5.348846161	5.669310286	6.162760558	5.629453768	4.868225809	5.076958078	4.690789548	3.02266372	4.773117223	5.469560422	4.973917353	6.896352588	4.393233129	4.112144074	4.341036918	4.914723964	4.267785464	4.050791891	5.473462236	5.059470652	4.816599707	5.596637034	4.986410935	4.346956889	4.838951767	5.325770161	4.694137301	5.829680458	5.092545742	4.860962798	4.445373578	4.975905274	5.268783696	5.085481311	5.950312876	5.164437681	5.375271171
MINPP1	1.337235348	2.047305715	2.009586049	2.447138342	2.676568315	2.434739414	2.176322773	2.735522177	2.099856237	1.701918647	1.40780593	2.425817338	1.698959272	1.329602023	1.242856524	1.718087584	0.812840461	2.161350266	2.117695043	3.778909424	2.15704371	1.973305133	2.161350266	2.283921772	1.184809239	0.701918647	1.86393845	2.207892852	2.582556003	2.35614381	1.762703156	1.562344198	1.687060688	2.084064265	2.230612928	1.86393845	0.910732662	2.244887059	2.114367025	1.887525271	2.201633861	2.126532406	2.468148836	2.40599236	2.378511623	1.895302621	2.765534746	1.831877241	0	1.701918647	1.514332704	1.722466024	1.115477217	1.440066294	2.610385098	2.40780593	1.385891154	2.088593923	2.391401135	2.174193333	1.644625422	1.701918647	2.207892852	2.113255978	3.056583528	2.385891154	2.004800986	2.111031312	2.379436131	1.495695163	1.987927168	2.069243877	1.560714954	2.385891154	1.559083869	2.354264077	1.492280498	1.102098188	2.90945311	2.436517227	1.807354922	1	2.655351829	2.598524014	1.659924558	1.124328135	1.877089818	2.883620816	1.559083869	3.029747343
MIPEP	4.215160852	1.371094152	3.670538232	3.256004204	0	1.76836079	2.583358615	2.931052646	2.099856237	3.046723866	2.447138342	4.3305584	3.351439877	3.653824359	3.865918815	1.318075769	2.61117238	2.416839742	2.992768431	0.019108823	1.855989697	2.880359013	1.209973162	2.283921772	3.649998594	2.212050477	1.86393845	3.317111079	3.30839971	2.589763487	1.762703156	0.009586049	2.681074393	2.30839971	2.776805859	1.461179281	3.47940304	1.783805848	1.461179281	4.654206378	2.983069604	2.805980272	0.736965594	3.460305714	3.089724119	2.716625146	3.345774837	3.7322692	2.995182984	1.321928095	1.953575663	3.290326098	3.43206858	3.898853277	2.303537235	2.967168608	2.331514144	3.058893689	3.197446064	1.59454855	3.222392421	3.042060605	1.113255978	3.525233677	0.799087306	2.818305222	2.004800986	4.078382119	1.552541023	2.874469118	1.492280498	2.567220918	4.656496371	2.385891154	3.287866259	3.151642375	4.107687869	3.751320887	4.11242213	0.799087306	3.643086547	3.07153387	0.948600847	1.915839552	2.088593923	4.488000771	2.485426827	2.102098188	4.111031312	1.90560763
MKI67	0	0	0	1.946106992	2.979415668	2.126532406	0	4.687060688	1.03796785	2.007195501	0.748461233	1.793549123	3.805980272	4.621172753	2.704871964	4.123500664	0	1.396890153	1.542670779	1.693022247	0	3.008988783	4.744161096	2.542670779	2.772589504	0	2.531069493	3.771533487	0	1.754174884	1.074962058	0.009586049	0.429392792	2.084064265	2.776805859	0	1.597729797	1.783805848	0.009586049	3.710393192	2.448019916	1.389566812	0.736965594	4.785376176	1.850666093	3.517695631	1.762703156	1.081794091	2.275007047	1.321928095	0	2.205809537	0.539365634	0.804604311	3.862616696	2.40780593	1.385891154	0.214124805	2.391401135	3.894656108	2.765534746	1.972079915	0	1.807354922	0.799087306	1.385891154	2.871843649	1.425817338	2.161350266	1.495695163	2.630716096	3.245901256	3.14839184	0.748461233	2.641546029	0.635367454	0.559083869	2.294743266	2.641546029	0	2.605652359	1.475084883	2.655351829	0	2.40780593	2.31421313	4.628773595	1.443606651	2.801848446	1.90560763
MKI67IP	0	1.371094152	0	1.656877683	1.826463745	0.635367454	1.197446064	2.544320516	1.669026766	0.665999073	1.40780593	2.135315965	2.253989266	1.748461233	0.629162305	2.567220918	0	2.161350266	1.877089818	1.693022247	0.799087306	2.189033824	2.385891154	1.578536232	2.393233129	0	1.86393845	2.40780593	0.748461233	2.088593923	1.074962058	0.009586049	0.429392792	0.748461233	2.019108823	0.815575429	1.329602023	1.03796785	0.009586049	2.242856524	1.918386234	0.739848103	0.736965594	1.693022247	3.236237477	0	0	1.831877241	1.875780063	1.701918647	0.884923476	2.205809537	1.115477217	1.440066294	2.610385098	2.967168608	0.739848103	1.578536232	0.591360272	2.40599236	3.02266372	1.701918647	0	0.754174884	1.418639736	1.814208593	1.294743266	1.425817338	0.591360272	2.004800986	0	1.359895945	1.560714954	0.748461233	2.087462841	0.635367454	1.492280498	1.102098188	1.481987743	0	1.385891154	0.385891154	2.070389328	0	2.656877683	2.672048117	1.450661409	1.443606651	0	0.742724863
MKL2	0.707819249	0	0.995182984	0.635367454	1.141868716	0	1.197446064	0.565597176	1.03796785	1.701918647	0.748461233	1.382206107	1.698959272	1.748461233	0.629162305	0.641546029	1.461179281	1.826463745	1.141868716	1.693022247	1.855989697	0.975752454	0.591360272	0	0.584962501	1.329602023	0.821029859	0	0.748461233	1.329602023	0	1.562344198	1.941106311	0.748461233	1.047305715	0	1.329602023	1.03796785	0.009586049	2.242856524	0.565597176	0.739848103	0.736965594	0.352381891	0.559083869	1.054269663	0.672048117	1.081794091	0	1.701918647	0	0	0.539365634	0	0	0.559083869	1.801848446	0.787989597	0.591360272	0.622930351	0.980634675	1.385891154	1.78520178	0.754174884	1.418639736	0.731183242	1.294743266	0	0.591360272	1.495695163	0.804604311	0.701918647	0	0.748461233	0	0.635367454	2.114367025	0.565597176	0.782408565	1.450661409	0	1	0	1.318075769	1.004800986	0	1.877089818	2.102098188	1.559083869	1.457681837
MLEC	3.330080291	3.9206109	2.995182984	3.477245577	3.577730931	3.561529806	3.394148254	3.670915852	3.969626351	3.804604311	3.341036918	3.515174171	3.970853654	4.059470652	3.915839552	4.04846871	3.463796811	4.048178049	3.503348735	2.802537906	3.904644656	3.660304966	3.555816155	3.958533383	3.815575429	3.445373578	3.426712033	3.940480005	3.183751156	3.556633778	3.93797206	3.109917692	2.816940971	3.60841501	3.379898164	3.631492364	3.296702119	3.668270438	3.917749985	3.555816155	4.17951105	3.550079786	3.22342255	3.728283351	2.604071324	3.389566812	3.554179518	3.7322692	3.972692654	4.111031312	3.668270438	3.778909424	4.117972031	3.815575429	4.315662832	4.169390571	3.643086547	3.87774425	4.035037329	3.814208593	3.967168608	3.828496187	3.025028794	3.312277925	2.097610797	3.296212655	3.57167681	3.370164281	3.984893108	3.269033146	3.71735655	3.582957365	3.972692654	3.284415423	3.726831217	3.774699222	3.136956945	4.558675809	3.141868716	3.136410159	3.287866259	3.531485435	3.12763328	3.401448435	3.947354459	3.239805352	3.784503983	4.056872501	3.831877241	3.540192631
MLL2	1.722466024	1.371094152	2.009586049	1.656877683	1.826463745	1.76836079	1.915839552	2.544320516	1.669026766	2.007195501	1.40780593	1.382206107	2.007195501	2.630716096	1.59454855	1.318075769	1.461179281	1.826463745	1.141868716	3.08463125	1.461179281	1.385891154	1.900464326	1.976974559	1.559083869	1.716625146	2.207892852	1.76836079	2.582556003	1.754174884	1.074962058	1.562344198	2.169925001	0.748461233	1.775401776	1.86393845	1.329602023	1.783805848	1.461179281	1.887525271	1.141868716	1.812840461	0.736965594	1.693022247	1.481987743	1.509273569	1.762703156	1.081794091	2.995182984	2.019108823	2.567220918	1.722466024	1.887525271	1.810100299	2.868555078	1.542670779	1.385891154	1.834576391	2.139687771	1.915839552	2.469885976	1.701918647	2.559899642	1.404176507	1.418639736	2.128733314	2.454175893	2.367371066	1.552541023	2.004800986	1.492280498	2.069243877	1.560714954	1.389566812	1.310340121	2.354264077	1.831877241	2.07952034	2.641546029	1.845322772	1.807354922	1.475084883	1.600904045	1.915839552	1.004800986	1.82374936	1.877089818	2.554179518	1.98550043	1.90560763
MLL4	0	1.371094152	0.995182984	0.635367454	1.826463745	0.635367454	1.197446064	1.141868716	0	0.665999073	1.40780593	1.382206107	1.30256277	0	3.209973162	0	0.812840461	0	0.565597176	3.08463125	2.15704371	2.189033824	1.209973162	0.941106311	0.584962501	0.701918647	0	0.429392792	1.398715194	0	0	2.222392421	0.980634675	4.107129875	0	3.888174987	0.333423734	0	4.022071845	0.742724863	0	1.389566812	0	0	0.559083869	0.457681837	0.672048117	0	0	1.701918647	0.884923476	0	0.539365634	0.804604311	1.271027197	1.141868716	4.199017913	0.787989597	0.591360272	0.622930351	0	0.948600847	1.78520178	1.404176507	3.381744813	0.731183242	0.635367454	0	0	0.799087306	0.804604311	0.701918647	0	2.115477217	0.27897595	2.081794091	1.102098188	0.565597176	0.782408565	0	2.12763328	0.385891154	0	1.318075769	2.088593923	0.565597176	0.754174884	2.554179518	0	0
MLLT4	2.493134922	1.371094152	3.313729572	3.12763328	3.420437487	3.272520928	2.774699222	4.333423734	1.669026766	2.252980741	3.052531824	3.029747343	4.478108949	2.088593923	3.969012308	3.429392792	2.151642375	3.321447116	2.117695043	1.693022247	2.15704371	3.413684338	3.64347142	1.578536232	3.884272293	2.626049693	2.752748591	3.197446064	3.183751156	0	3.319521597	1.562344198	3.274013114	1.371094152	2.932313192	2.396890153	3.296702119	2.603280156	2.114367025	4.050791891	3.766241777	3.649998594	3.056583528	1.374807654	3.668270438	3.757734459	2.073820233	2.938599455	2.275007047	1.701918647	1.514332704	3.290326098	3.009586049	3.161350266	3.088593923	3.24691474	0	3.642701572	2.91201108	3.995182984	3.222392421	2.901751872	1.113255978	3.707819249	1.807354922	4.077242999	2.454175893	2.783805848	1.895302621	1.495695163	3.579743339	3.245901256	2.917749985	2.605652359	3.469017667	2.799778087	3.136956945	4.055137797	3.344355094	2.174193333	2.992768431	4.294253136	3.649998594	1.915839552	2.656877683	4.134768556	3.109917692	3.371094152	3.471621028	3.379436131
